path	main	r5	r6	cur	cur_fail_rules	chance_rate	checked	exact	rounding	unsupported	identifiers	r6_flagged	r6_flag_causes	synthesis	synthesis_note
research/findings/2026-09-02-onebrain-wave2-selfschema-curiosity-causalwhatif-merge-SMOKE-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-open-ended-episodic-writeback-R1-rung1.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-open-ended-pipeline-integration-rung2-state-writes-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-open-ended-pipeline-integration-rung3-deeper-folds-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-open-ended-qwen-routed-fact-clause-fallback.md	PASS	PASS	PASS	PASS		0.0025	2	2	0	0	0	0		False	
research/findings/2026-09-02-pmem-wave3-pool-faculty-alive-and-answer-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-09-02-r3v2-r3v3-read-isolation-refix-r3v3-GO-flips-to-NOGO.md	PASS	FAIL	FAIL	FAIL	unsupported(14)	0.0250	80	1	65	14	0	23	rounding:8;sign-read:1;still-unsupported:14	False	
research/findings/2026-09-02-read-isolation-audit-29runner-followup-map-plus-a-bigger-adjacent-bug.md	PASS	PASS	PASS	PASS		0.0050	12	12	0	0	0	0		False	
research/findings/2026-09-02-read-isolation-audit-C2-bug-class-across-14-runners.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0075	15	8	4	3	0	3	still-unsupported:3	False	
research/findings/2026-09-02-regression-battery-thin-probes-lifted.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-self-taught-mouth-vocab-coverage-for-chat-INSUFFICIENT.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-02-sim-deterministic-matvec-all-conductance-paths-megakernel-v1-closed-premise-corrected.md	PASS	PASS	PASS	PASS			0	0	0	0	1	0		False	
research/findings/2026-09-02-spiking-expectation-rpe-read-isolation-fix-PARTIAL-demotion-still-boundary.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0100	63	1	59	3	0	22	rounding:19;still-unsupported:3	False	
research/findings/2026-09-02-subword-self-taught-mouth-design-SUBWORD-CLOSES-OOV-TRAINING-QUEUED.md	PASS	PASS	PASS	PASS			0	0	0	0	1	0		False	
research/findings/2026-09-03-OPEN-FLUENCY-BREAKTHROUGH-linattn-deployable-spiking-mouth-beats-trigram-6of6.md	PASS	FAIL	FAIL	FAIL	unsupported(4)	0.0400	13	9	0	4	0	4	still-unsupported:4	False	
research/findings/2026-09-03-affect-wiring-into-wkv-mouth-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-09-03-content-addressable-read-without-order-underfits-fluency-NO-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(10)	0.0125	18	8	0	10	0	10	still-unsupported:10	False	
research/findings/2026-09-03-crossedge4-pragmatic-metacog-coupling-DESIGN.md	PASS	PASS	FAIL	FAIL	unsupported(1)	0.0850	3	2	0	1	0	1	still-unsupported:1	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-03-gnw-bus-family-retire-status-ledger-drift-CORRECTED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-03-linattn-mouth-broad-scope-coverage-threshold.md	PASS	PASS	PASS	PASS		0.0025	1	1	0	0	0	0		False	
research/findings/2026-09-03-linattn-mouth-generation-coherence-viable-with-caveats.md	PASS	PASS	PASS	PASS		0.0425	8	8	0	0	0	0		False	
research/findings/2026-09-03-linattn-mouth-live-brain-grounded-honest-verification-PARTIAL-affect-gap.md	PASS	PASS	PASS	PASS		0.0000	1	1	0	0	0	0		False	
research/findings/2026-09-03-linattn-production-mouth-wiring-DESIGN.md	PASS	PASS	FAIL	FAIL	unsupported(3)	0.0150	21	18	0	3	0	3	still-unsupported:3	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-03-linattn-spike-native-normalization-DESIGN.md	PASS	PASS	FAIL	FAIL	unsupported(3)	0.0300	10	7	0	3	4	7	identifier:4;still-unsupported:3	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-03-on-bridge-spiking-LP-max-curiosity-DESIGN.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-03-on-bridge-spiking-LP-max-curiosity-selection-layer-6seed-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-03-one-brain-mouth-integration-ROADMAP.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-03-ordered-attention-at-shared-fluency-bound-investigation-verdict.md	PASS	FAIL	FAIL	FAIL	unsupported(13)	0.0375	21	8	0	13	0	13	still-unsupported:13	False	
research/findings/2026-09-03-satdiv-readout-mostly-in-control-BORDERLINE-refined.md	PASS	FAIL	FAIL	FAIL	unsupported(2)	0.0325	36	34	0	2	0	2	still-unsupported:2	False	
research/findings/2026-09-03-spiking-content-addressable-read-DESIGN.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(13)	0.0375	13	0	0	13	24	37	identifier:24;still-unsupported:13	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-03-spiking-depth-tokens-closing-fluency-gap-milestone.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(12)	0.0000	12	0	0	12	2	14	identifier:2;still-unsupported:12	False	
research/findings/2026-09-03-spiking-divnorm-gate-NO-GO-cross-channel-pool-over-suppresses.md	FAIL	FAIL	FAIL	FAIL	missing(4);unsupported(10)	0.0000	10	0	0	10	0	10	still-unsupported:10	False	
research/findings/2026-09-03-spiking-mouth-ssm-dualnonneg-fluency-NO-GO-first-brain-based-baseline.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(12)	0.0000	12	0	0	12	0	12	still-unsupported:12	False	
research/findings/2026-09-03-trigram-baseline-strength-characterization-not-saturated-tokenization-sensitive.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(27)	0.0150	45	18	0	27	2	27	identifier:2;still-unsupported:25	False	
research/findings/2026-09-03-vision-configural-binding-PARTIAL-3of6-below-5of6-gate-anticheats-confirm-genuine-signal.md	PASS	PASS	PASS	PASS		0.0175	32	32	0	0	0	0		False	
research/findings/2026-09-03-vision-configural-binding-crossing-is-mostly-capacity-anticheat-caught-it.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-03-vision-satdiv-divisive-norm-readout-BORDERLINE.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0200	65	64	0	1	2	3	identifier:2;still-unsupported:1	False	
research/findings/2026-09-03-wkv-fluency-crux-simplewiki-bpe-NO-GO-loses-to-trigram.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(11)	0.0000	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-09-04-affect-coupling-neural-not-host-PARTIAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-affect-neural-default-on-negpa-sweep-NOT-READY.md	PASS	PASS	PASS	PASS		0.0050	3	3	0	0	0	0		False	
research/findings/2026-09-04-da-gated-encoding-wave0-gap4a-currency-reverify-GO.md	PASS	PASS	PASS	PASS		0.0000	5	5	0	0	0	0		False	
research/findings/2026-09-04-fluency-scale-wt103-linattn-below-trigram-on-broad-domain.md	PASS	PASS	PASS	PASS		0.0025	37	37	0	0	0	0		False	
research/findings/2026-09-04-generative-wander-production-scale-6seed-PARTIAL-blend-balance-collapse.md	PASS	PASS	PASS	PASS		0.0225	55	55	0	0	0	0		False	
research/findings/2026-09-04-generator-trace-mislabel-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-gnw-lc-ne-adaptive-gain-swap-eviction-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0275	8	2	5	1	0	11	exempt:5;rounding:5;still-unsupported:1	False	
research/findings/2026-09-04-gpu-queue-dispatcher-tracking-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-linattn-affect-coupling-sharpness-aware-GO.md	PASS	PASS	FAIL	PASS		0.0375	10	5	5	0	0	5	rounding:5	False	
research/findings/2026-09-04-linattn-flip-confirmation-affect-still-hollow-live-NOGO.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-09-04-linattn-shunt-gain-tier1-PARTIAL-5of6.md	FAIL	FAIL	FAIL	FAIL	unsupported(24)	0.0500	90	52	14	24	0	31	rounding:7;still-unsupported:24	False	
research/findings/2026-09-04-onebrain-stage1-qwen-fallback-retire-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	3	0		False	
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-BUILD-AHEAD.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	2	0		False	
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-recall-gate-reaches-real-ltm-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-slotbinder-L2-sparse-fanout-derisk-GO-fits-3090-and-composes.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-04-slotbinder-live-scale-derisk-NOGO-dense-pathway-blowup.md	FAIL	FAIL	FAIL	FAIL	missing(2);unsupported(2)	0.0025	10	5	3	2	0	1	rounding:1	False	
research/findings/2026-09-04-vision-crossing-heldout-scramble-anticheat-PARTIAL.md	PASS	PASS	PASS	PASS		0.0100	7	7	0	0	0	0		False	
research/findings/2026-09-04-vsa-composer-learned-retirement-ROADMAP.md	PASS	PASS	FAIL	FAIL	unsupported(4)	0.1300	14	3	7	4	2	11	identifier:2;rounding:5;still-unsupported:4	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-04-wkv-mouth-bpe-caps-fix-GO.md	PASS	PASS	PASS	PASS		0.0000	1	1	0	0	0	0		False	
research/findings/2026-09-05-affect-experienced-opponent-gate-needs-embodiment-BOUNDARY.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0250	16	9	4	3	0	7	rounding:4;still-unsupported:3	False	
research/findings/2026-09-05-affect-gate-embodied-US-necessary-not-sufficient-concept-code-must-be-grounded-BOUNDARY.md	PASS	FAIL	FAIL	PASS		0.0225	11	9	2	0	0	2	rounding:2	False	
research/findings/2026-09-05-affect-gate-grounded-concept-code-lifts-ceiling-requirements-derisk-PARTIAL.md	PASS	FAIL	FAIL	PASS		0.0225	56	13	43	0	0	40	rounding:40	False	
research/findings/2026-09-05-affect-grounded-experience-stream-hebbian-convergence-teaches-separable-code-derisk-PARTIAL.md	PASS	FAIL	FAIL	PASS		0.0450	26	7	19	0	0	17	rounding:17	False	
research/findings/2026-09-05-affect-learned-gate-retry-register-confound-BOUNDARY.md	PASS	FAIL	FAIL	PASS		0.0200	10	0	10	0	0	10	rounding:10	False	
research/findings/2026-09-05-affect-noise-robust-homeostatic-three-factor-convergence-clears-strict-bar-derisk-GO.md	PASS	FAIL	FAIL	PASS		0.0650	35	6	29	0	0	14	rounding:14	False	
research/findings/2026-09-05-affect-onsubstrate-noise-robust-convergence-spiking-port-built-mechanism-realized-strict-zeroFP-structural-boundary-6seed-queued-BOUNDARY.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0050	14	8	5	1	0	6	rounding:5;still-unsupported:1	False	
research/findings/2026-09-05-d5-depth-hold-direct-read-NO-GO-cross-topic-baseline-not-comparable.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0050	38	0	35	3	0	5	rounding:2;still-unsupported:3	False	
research/findings/2026-09-05-da-write-gain-spiking-derisk-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0150	28	11	15	2	0	2	still-unsupported:2	False	
research/findings/2026-09-05-deltanet-delta-rule-write-on-linattn-BUILT-wt103-direction-test-queued.md	PASS	PASS	PASS	PASS		0.0200	8	8	0	0	4	0		False	
research/findings/2026-09-05-deltanet-wt103-direction-test-modest-lift-below-bar-NO-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0100	10	9	0	1	0	1	still-unsupported:1	False	
research/findings/2026-09-05-enable-spiking-sc-split-verdict-organ-flag-GO-library-default-reverted.md	PASS	FAIL	FAIL	PASS		0.0050	4	3	1	0	0	1	rounding:1	False	
research/findings/2026-09-05-eval-corpus-instrument-and-token-supply-decisive-test-queued.md	PASS	PASS	PASS	PASS		0.0075	6	6	0	0	1	0		False	
research/findings/2026-09-05-gateB-appraisal-interoceptive-afferent-derisk-GO.md	PASS	PASS	PASS	PASS		0.0000	19	11	8	0	0	0		False	
research/findings/2026-09-05-gateB-appraisal-interoceptive-production-flip-GO.md	PASS	PASS	PASS	FAIL	unsupported(2)	0.0025	26	0	24	2	0	0		False	
research/findings/2026-09-05-gnw-congruence-spiking-read-rank8-derisk-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0475	6	0	5	1	0	6	rounding:5;still-unsupported:1	False	
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-PRODUCTION-FLIP-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-derisk-GO.md	PASS	FAIL	FAIL	PASS		0.1275	14	4	10	0	0	10	rounding:10	False	
research/findings/2026-09-05-hippokey-hippo-ssm-content-addressable-attention-NO-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(10)	0.0700	18	8	0	10	0	10	still-unsupported:10	False	
research/findings/2026-09-05-linattn-bare-default-fresh-subprocess-verdict.md	PASS	PASS	PASS	PASS		0.0000	1	1	0	0	0	0		False	
research/findings/2026-09-05-linattn-check-b-dropped-nogo-recovered-and-reproduced.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-metacog-accumulation-to-bound-middle-band-PARTIAL.md	PASS	FAIL	FAIL	FAIL	unsupported(3);too_broad(0.338)	0.3375	32	3	26	3	0	23	rounding:20;still-unsupported:3	False	
research/findings/2026-09-05-metacog-spiking-margin-prodflip-verify-NOGO.md	PASS	FAIL	FAIL	FAIL	unsupported(2)	0.1125	12	2	8	2	0	9	rounding:7;still-unsupported:2	False	
research/findings/2026-09-05-metacog-spiking-recall-margin-derisk-PARTIAL.md	PASS	FAIL	FAIL	FAIL	unsupported(5)	0.1775	33	3	25	5	1	27	identifier:1;rounding:21;still-unsupported:5	False	
research/findings/2026-09-05-mouth-broad-domain-fluency-deep-research-ladder.md	PASS	PASS	FAIL	FAIL	unsupported(6)	0.0125	6	0	0	6	7	13	identifier:7;still-unsupported:6	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
