path	main	r5	r6	cur	cur_fail_rules	chance_rate	checked	exact	rounding	unsupported	identifiers	r6_flagged	r6_flag_causes	synthesis	synthesis_note
research/findings/2026-05-03-swr-mechanism-analysis.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-03-swr-multiseed-result.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-03-swr-multiseed-summary.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-03-swr-per-seed-snapshot.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-03-unaligned-structure-pattern.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-HEADLINE-stdp-is-bottleneck.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-autonomous-overnight-arc.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-bio-PoC-VERDICT-stdp-fails.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-04-bio-sanity-check-VERDICT-eval-works.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-04-biological-test-plan.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-biology-sweep-VERDICT-B.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-04-biology-sweep-followup-plan.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-eval-methodology-BROKEN.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-minimal-iso-diagnostic-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-minimal-iso-diagnostic.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-minimal-isolation-INVERSION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-next-steps-plan.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-openworm-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-05-04-perf-speedup-stack.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-04-tomorrow-plans.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0200	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-05-05-3factor-LR-sweep-NOT-LR-limited.md	FAIL	FAIL	FAIL	FAIL	missing(2);unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-05-05-COMPREHENSIVE-strategic-state.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-FINAL-autonomous-arc-synthesis.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-I-to-W-also-fails-permuted-label.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-Tier1-smoke-signal-not-aligned.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-W-to-A-VERDICT-global-scalar-feedback-fails.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-bench-phase1-contamination.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-bio-three-factor-graded-da-results.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-bio-three-factor-results.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-gradient-passes-permuted-label-VALIDATED.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-05-perf-roadmap.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-perf-wave2-VERDICT.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-05-step2-COMPLETE-rule-not-rescuable.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-05-step3-32x32-scaling-success.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-05-step3-64x64-graceful-degradation.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0075	6	0	0	6	0	6	still-unsupported:6	False	
research/findings/2026-05-05-three-factor-VERDICT-fails.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Phase-1.4-v1-smoke-results.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Phase-1.4-v3-smoke-PASS.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Project-Nord-comparison-analysis.md	PASS	PASS	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-05-06-Tier1-BREAKTHROUGH-bidirectional-binding.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Tier2.1-12word-robustness-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Tier2.1-BREAKTHROUGH-synonym-binding-via-scale.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-06-Tier2.1-v1-v2-WTA-pattern-found.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-AUTONOMOUS-ARC-SESSION-END.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-Phase-1.3-3seed-CONFIRMED.md	PASS	PASS	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-05-07-Phase-1.3-CONSOLIDATION-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-Phase-1.4-v3-6seed-FINAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-Phase-1.5-smoke-PARTIAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-Tier-2.3-6seed-PARTIAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-Tier-2.3-smoke-PARTIAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-chat-demo-seed42-v2.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-chat-demo-seed42.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-chat-demo-seed43.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-chat-synonym-demo-seed42.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-chat_demo-multi-seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-consolidation-synonym-smoke-seed42.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(3)	0.0000	3	0	0	3	0	3	still-unsupported:3	False	
research/findings/2026-05-07-consolidation-synonym-wall-clock-correction.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-continual-demo-seed43.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-07-frontend-sync-arc-summary.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-medium-3seed-PARTIAL.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-scaled-CAPACITY-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-smoke-PASS.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-anti-cheat-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-combined-3seed-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-Phase1.3-Tier2.1-strict-anti-cheat-3seed-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-08-capacity-hypothesis-arc-summary.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-09-Phase-1.5-RETROSPECTIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(12)	0.0000	12	0	0	12	0	12	still-unsupported:12	False	
research/findings/2026-05-09-Phase-1.5-interference-undertraining-hypothesis.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	still-unsupported:5	False	
research/findings/2026-05-09-Phase-1.5-long_tail_relaxed-REFUTED.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	still-unsupported:5	False	
research/findings/2026-05-09-Phase-1.5-multi-seed-FINAL.md	FAIL	FAIL	FAIL	FAIL	unsupported(15)	0.0000	15	0	0	15	0	15	still-unsupported:15	False	
research/findings/2026-05-09-Phase-1.5-n_motor_2000-interference-REFUTED.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0000	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-05-09-Phase-1.5-seed42-FINAL-FAIL.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0000	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-05-09-Phase-1.5-v400-interference-REFUTED.md	FAIL	FAIL	FAIL	FAIL	unsupported(13)	0.0000	13	0	0	13	0	13	still-unsupported:13	False	
research/findings/2026-05-09-Phase-2.3b-50M-cosine-REFUTED.md	FAIL	FAIL	FAIL	FAIL	unsupported(9)	0.0000	9	0	0	9	0	9	still-unsupported:9	False	
research/findings/2026-05-09-Phase1.3-Tier2.1-12word-scaled-3seed-CONFIRMED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-09-chat_speak_demo-Track3-layer4-MULTI-SEED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-09-chat_speak_demo-Track3-layer4-VALIDATED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-09-chat_speak_synonym_demo-Tier2.1-8word-MULTI-SEED.md	FAIL	FAIL	FAIL	PASS		0.1400	8	0	8	0	0	8	rounding:8	False	
research/findings/2026-05-09-chat_speak_synonym_demo-Tier2.1-smoke-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-09-frontend-audit-arc-summary.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-05-09-phase_1_5_unified_scaled-multi-seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-10-16word-smoke-GO-capacity-rule-extends.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-10-64word-smoke-PARTIAL-capacity-extends.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-10-encoding-axis-64word-3SEED-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-10-encoding-axis-64word-GO-35x-faster.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0025	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-05-10-find-the-ceiling-discoveries.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-05-10-overnight-arc-summary.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
