path	date	r5_verdict	r6_verdict	flip	r6_fail_reason
research/findings/2026-09-02-subword-self-taught-mouth-design-SUBWORD-CLOSES-OOV-TRAINING-QUEUED.md	2026-09-02	PASS	PASS		
research/findings/2026-09-03-OPEN-FLUENCY-BREAKTHROUGH-linattn-deployable-spiking-mouth-beats-trigram-6of6.md	2026-09-03	FAIL	FAIL		unsupported(4)
research/findings/2026-09-03-affect-wiring-into-wkv-mouth-GO.md	2026-09-03	FAIL	FAIL		unsupported(1)
research/findings/2026-09-03-content-addressable-read-without-order-underfits-fluency-NO-GO.md	2026-09-03	FAIL	FAIL		unsupported(10)
research/findings/2026-09-03-crossedge4-pragmatic-metacog-coupling-DESIGN.md	2026-09-03	PASS	FAIL	PASS->FAIL	unsupported(1)
research/findings/2026-09-03-gnw-bus-family-retire-status-ledger-drift-CORRECTED.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-linattn-mouth-broad-scope-coverage-threshold.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-linattn-mouth-generation-coherence-viable-with-caveats.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-linattn-mouth-live-brain-grounded-honest-verification-PARTIAL-affect-gap.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-linattn-production-mouth-wiring-DESIGN.md	2026-09-03	PASS	FAIL	PASS->FAIL	unsupported(3)
research/findings/2026-09-03-linattn-spike-native-normalization-DESIGN.md	2026-09-03	PASS	FAIL	PASS->FAIL	unsupported(7)
research/findings/2026-09-03-on-bridge-spiking-LP-max-curiosity-DESIGN.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-on-bridge-spiking-LP-max-curiosity-selection-layer-6seed-GO.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-one-brain-mouth-integration-ROADMAP.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-ordered-attention-at-shared-fluency-bound-investigation-verdict.md	2026-09-03	FAIL	FAIL		unsupported(13)
research/findings/2026-09-03-satdiv-readout-mostly-in-control-BORDERLINE-refined.md	2026-09-03	FAIL	FAIL		unsupported(2)
research/findings/2026-09-03-spiking-content-addressable-read-DESIGN.md	2026-09-03	FAIL	FAIL		unsupported(37)
research/findings/2026-09-03-spiking-depth-tokens-closing-fluency-gap-milestone.md	2026-09-03	FAIL	FAIL		unsupported(14)
research/findings/2026-09-03-spiking-divnorm-gate-NO-GO-cross-channel-pool-over-suppresses.md	2026-09-03	FAIL	FAIL		unsupported(10)
research/findings/2026-09-03-spiking-mouth-ssm-dualnonneg-fluency-NO-GO-first-brain-based-baseline.md	2026-09-03	FAIL	FAIL		unsupported(12)
research/findings/2026-09-03-trigram-baseline-strength-characterization-not-saturated-tokenization-sensitive.md	2026-09-03	FAIL	FAIL		unsupported(27)
research/findings/2026-09-03-vision-configural-binding-PARTIAL-3of6-below-5of6-gate-anticheats-confirm-genuine-signal.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-vision-configural-binding-crossing-is-mostly-capacity-anticheat-caught-it.md	2026-09-03	PASS	PASS		
research/findings/2026-09-03-vision-satdiv-divisive-norm-readout-BORDERLINE.md	2026-09-03	FAIL	FAIL		unsupported(3)
research/findings/2026-09-03-wkv-fluency-crux-simplewiki-bpe-NO-GO-loses-to-trigram.md	2026-09-03	FAIL	FAIL		unsupported(11)
research/findings/2026-09-04-affect-coupling-neural-not-host-PARTIAL.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-affect-neural-default-on-negpa-sweep-NOT-READY.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-da-gated-encoding-wave0-gap4a-currency-reverify-GO.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-fluency-scale-wt103-linattn-below-trigram-on-broad-domain.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-generative-wander-production-scale-6seed-PARTIAL-blend-balance-collapse.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-generator-trace-mislabel-fix.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-gnw-lc-ne-adaptive-gain-swap-eviction-GO.md	2026-09-04	FAIL	FAIL		unsupported(11)
research/findings/2026-09-04-gpu-queue-dispatcher-tracking-fix.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-linattn-affect-coupling-sharpness-aware-GO.md	2026-09-04	PASS	FAIL	PASS->FAIL	unsupported(5)
research/findings/2026-09-04-linattn-flip-confirmation-affect-still-hollow-live-NOGO.md	2026-09-04	FAIL	FAIL		unsupported(1)
research/findings/2026-09-04-linattn-shunt-gain-tier1-PARTIAL-5of6.md	2026-09-04	FAIL	FAIL		unsupported(31)
research/findings/2026-09-04-onebrain-stage1-qwen-fallback-retire-GO.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-BUILD-AHEAD.md	2026-09-04	FAIL	FAIL		missing(1)
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-GO.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-recall-gate-reaches-real-ltm-GO.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-slotbinder-L2-sparse-fanout-derisk-GO-fits-3090-and-composes.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-slotbinder-live-scale-derisk-NOGO-dense-pathway-blowup.md	2026-09-04	FAIL	FAIL		unsupported(1)
research/findings/2026-09-04-vision-crossing-heldout-scramble-anticheat-PARTIAL.md	2026-09-04	PASS	PASS		
research/findings/2026-09-04-vsa-composer-learned-retirement-ROADMAP.md	2026-09-04	PASS	FAIL	PASS->FAIL	unsupported(11)
research/findings/2026-09-04-wkv-mouth-bpe-caps-fix-GO.md	2026-09-04	PASS	PASS		
research/findings/2026-09-05-affect-experienced-opponent-gate-needs-embodiment-BOUNDARY.md	2026-09-05	FAIL	FAIL		unsupported(7)
research/findings/2026-09-05-affect-gate-embodied-US-necessary-not-sufficient-concept-code-must-be-grounded-BOUNDARY.md	2026-09-05	FAIL	FAIL		unsupported(2)
research/findings/2026-09-05-affect-gate-grounded-concept-code-lifts-ceiling-requirements-derisk-PARTIAL.md	2026-09-05	FAIL	FAIL		unsupported(40)
research/findings/2026-09-05-affect-grounded-experience-stream-hebbian-convergence-teaches-separable-code-derisk-PARTIAL.md	2026-09-05	FAIL	FAIL		unsupported(17)
research/findings/2026-09-05-affect-learned-gate-retry-register-confound-BOUNDARY.md	2026-09-05	FAIL	FAIL		unsupported(10)
research/findings/2026-09-05-affect-noise-robust-homeostatic-three-factor-convergence-clears-strict-bar-derisk-GO.md	2026-09-05	FAIL	FAIL		unsupported(14)
research/findings/2026-09-05-affect-onsubstrate-noise-robust-convergence-spiking-port-built-mechanism-realized-strict-zeroFP-structural-boundary-6seed-queued-BOUNDARY.md	2026-09-05	FAIL	FAIL		unsupported(6)
research/findings/2026-09-05-d5-depth-hold-direct-read-NO-GO-cross-topic-baseline-not-comparable.md	2026-09-05	FAIL	FAIL		unsupported(5)
research/findings/2026-09-05-da-write-gain-spiking-derisk-GO.md	2026-09-05	FAIL	FAIL		unsupported(2)
research/findings/2026-09-05-deltanet-delta-rule-write-on-linattn-BUILT-wt103-direction-test-queued.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-deltanet-wt103-direction-test-modest-lift-below-bar-NO-GO.md	2026-09-05	FAIL	FAIL		unsupported(1)
research/findings/2026-09-05-enable-spiking-sc-split-verdict-organ-flag-GO-library-default-reverted.md	2026-09-05	FAIL	FAIL		unsupported(1)
research/findings/2026-09-05-eval-corpus-instrument-and-token-supply-decisive-test-queued.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-gateB-appraisal-interoceptive-afferent-derisk-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-gateB-appraisal-interoceptive-production-flip-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-gnw-congruence-spiking-read-rank8-derisk-GO.md	2026-09-05	FAIL	FAIL		unsupported(6)
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-PRODUCTION-FLIP-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-derisk-GO.md	2026-09-05	FAIL	FAIL		unsupported(10)
research/findings/2026-09-05-hippokey-hippo-ssm-content-addressable-attention-NO-GO.md	2026-09-05	FAIL	FAIL		unsupported(10)
research/findings/2026-09-05-linattn-bare-default-fresh-subprocess-verdict.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-linattn-check-b-dropped-nogo-recovered-and-reproduced.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-metacog-accumulation-to-bound-middle-band-PARTIAL.md	2026-09-05	FAIL	FAIL		unsupported(23)
research/findings/2026-09-05-metacog-spiking-margin-prodflip-verify-NOGO.md	2026-09-05	FAIL	FAIL		unsupported(9)
research/findings/2026-09-05-metacog-spiking-recall-margin-derisk-PARTIAL.md	2026-09-05	FAIL	FAIL		unsupported(27)
research/findings/2026-09-05-mouth-broad-domain-fluency-deep-research-ladder.md	2026-09-05	PASS	FAIL	PASS->FAIL	unsupported(13)
research/findings/2026-09-05-mouth-objective-lever-flat-on-broad-domain-architecture-is-wrong-axis-NO-GO.md	2026-09-05	FAIL	FAIL		unsupported(6)
research/findings/2026-09-05-mouth-token-scaling-step1-simplewiki-domain-mix-NO-GO.md	2026-09-05	FAIL	FAIL		unsupported(19)
research/findings/2026-09-05-onebrain-fact-shard-dg-ca3-sublinear-spiking-retrieval-derisk-GO.md	2026-09-05	FAIL	FAIL		unsupported(1)
research/findings/2026-09-05-onebrain-fact-shard-wirein-production-composer.md	2026-09-05	FAIL	FAIL		unsupported(6)
research/findings/2026-09-05-onebrain-single-pool-production-flip-derisk-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-own-voice-fluency-reaim-objective-and-capacity-ROADMAP.md	2026-09-05	PASS	FAIL	PASS->FAIL	unsupported(11)
research/findings/2026-09-05-per-step-kernel-profile-composer-latency-reducible-GPU.md	2026-09-05	FAIL	FAIL		unsupported(3)
research/findings/2026-09-05-rank10-curiosity-graded-novelty-familiarity-scaffold-derisk-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank11-topic-swap-scaffold-backlog-item-already-integrated.md	2026-09-05	FAIL	FAIL		unsupported(5)
research/findings/2026-09-05-rank13-selfid-anaphora-PRODUCTION-FLIP-NO-GO-stale-referent-selfalias-misroute.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank13-selfid-anaphora-production-flip-CORRECTED-DIAGNOSIS.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank13-selfid-anaphora-scaffold-derisk-GO-6of6.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank16-rank20-rank10-production-flip-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank2-integrated-loop-at-scale-answer-preservation-UNDEFINED-recall-incomplete.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank2-integrated-loop-webapp-thread-derisk.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank23-vision-cluster-grouping-decision-spiking-wta-derisk-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank6-knowledge-core-substrate-write-scaled-derisk-mixed.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-rank6-shardedphasorstore-pickle-fix-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-scaffold-backlog-hygiene-and-diversified-ready-next-rungs-PLANNING.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-selfschema-authorship-neural-turnclass-derisk-PARTIAL.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-shared-salience-afferent-production-default-flip-GO.md	2026-09-05	FAIL	FAIL		unsupported(34)
research/findings/2026-09-05-shared-spiking-salience-afferent-wired-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-05-slotbinder-L3-wirein-derisk-NOGO-perstep-cost-dominates-latency.md	2026-09-05	PASS	FAIL	PASS->FAIL	unsupported(1)
research/findings/2026-09-05-value-choice-real-critic-neural-salience-context-6seed-GO.md	2026-09-05	PASS	PASS		
research/findings/2026-09-06-metacog-accumulation-to-bound-6seed-PARTIAL.md	2026-09-06	FAIL	FAIL		unsupported(9)
research/findings/2026-09-06-mouth-fineweb-edu-corpus-quality-lift-GO-direction.md	2026-09-06	FAIL	FAIL		unsupported(8)
research/findings/2026-09-06-mouth-token-scaling-fineweb-pipeline-and-grid-spec.md	2026-09-06	PASS	PASS		
research/findings/2026-09-06-vllm-sleep-mode-pilot-prep-complete-gpu-test-pending.md	2026-09-06	PASS	PASS		
research/findings/2026-09-07-fork-emergence-gradient-place-familiarity-affect.md	2026-09-07	PASS	PASS		
research/findings/2026-09-08-affect-opponent-columnar-spiking-worst-case-unchanged-BOUNDARY.md	2026-09-08	FAIL	FAIL		unsupported(32)
research/findings/2026-09-08-gnw-congruence-spiking-PRODUCTION-FLIP-GO.md	2026-09-08	PASS	PASS		
research/findings/2026-09-08-joint-attention-rung1-sts-tpj-onsubstrate-synapse-6seed-GO.md	2026-09-08	PASS	FAIL	PASS->FAIL	unsupported(4)
research/findings/2026-09-08-onebrain-crossedge-curiosity-to-d6wm-retuned-6-6-GO-via-training-drive-not-episode-count.md	2026-09-08	FAIL	FAIL		unsupported(10)
research/findings/2026-09-08-onebrain-curiosity-d6-semantic-drop-competitive-allocation-confound-CLOSED.md	2026-09-08	PASS	PASS		
research/findings/2026-09-08-onebrain-kmax-loadpath-thread-GO.md	2026-09-08	PASS	PASS		
research/findings/2026-09-08-order-consolidation-v9-true-sparsity-scaleup-NO-GO-readout-threshold-not-mechanism.md	2026-09-08	FAIL	FAIL		unsupported(21)
research/findings/2026-09-08-plastic-mask-stdp-residual-CORRECTED-test-instrument-not-a-gap.md	2026-09-08	PASS	PASS		
research/findings/2026-09-08-rank1-composer-rebuild-rf-to-onebrain-real-bundle-parity-GO.md	2026-09-08	PASS	PASS		
research/findings/2026-09-08-rank1-yesno-multiblock-rung-GO.md	2026-09-08	PASS	FAIL	PASS->FAIL	unsupported(8)
research/findings/2026-09-08-rank6-substrate-store-cupy-vram-measured-GO.md	2026-09-08	PASS	PASS		
research/findings/2026-09-09-gap4-dendritic-urbanczik-senn-read-snr-clean-NO-GO-second-read-lever.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-mouth-token-scaling-fineweb-edu-same-domain-DEEP-MARGIN-LIFT-direction-GO.md	2026-09-09	FAIL	FAIL		unsupported(11)
research/findings/2026-09-09-order-consolidation-v10-indegree-law-scale-invariant-6seed-GO.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-rank14-question-route-selection-wta-derisk-GO.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-rank14-question-route-selection-wta-wirein-default-off.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-scaffold-retirement-flips-composer-onebrain-and-substrate-store-LTM-no-regression-GO.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-spiking-anaphor-detection-CA3-pattern-completion-6seed-GO.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-spiking-anaphor-detection-wirein-both-callsites-default-off.md	2026-09-09	FAIL	FAIL		unsupported(3)
research/findings/2026-09-09-spiking-habituation-synaptic-depression-novelty-mechanism-6seed-GO.md	2026-09-09	PASS	PASS		
research/findings/2026-09-09-spiking-novelty-wirein-engagement-of-default-off.md	2026-09-09	FAIL	FAIL		unsupported(44)
research/findings/2026-09-09-vision-configural-binding-attention-gated-readout-NEXT-MECHANISM-PREREGISTERED.md	2026-09-09	PASS	FAIL	PASS->FAIL	unsupported(6)
research/findings/2026-09-09-vision-configural-binding-competitive-selection-NEXT-MECHANISM-PREREGISTERED.md	2026-09-09	PASS	FAIL	PASS->FAIL	unsupported(2)
research/findings/2026-09-09-vision-configural-binding-triple-order-conjunction-NEXT-MECHANISM-PREREGISTERED.md	2026-09-09	PASS	PASS		
research/findings/2026-09-15-gap4-inengine-selfpredict-interneuron-UNDEFINED-transport-ceiling-foreclosed.md	2026-09-15	FAIL	FAIL		unsupported(14)
research/findings/2026-09-15-rank7-affect-opponent-gain-sweep-mistargeted-boundary-reproduced-6seed.md	2026-09-15	FAIL	FAIL		unsupported(2)
research/findings/2026-09-15-token-supply-scaling-6seed-lever-confirmed-descending-load-cap-found.md	2026-09-15	FAIL	FAIL		unsupported(8)
research/findings/2026-09-16-biased-competition-content-bias-target-RETIRED.md	2026-09-16	FAIL	FAIL		unsupported(2)
research/findings/2026-09-16-gap5-forward-band-homeostatic-scaling-ltu-NO-GO-redirect-read-noise-floor.md	2026-09-16	FAIL	FAIL		unsupported(3)
research/findings/2026-09-16-graded-bias-regression-FIXED-designed-cross-inhibition-restored-fs7.md	2026-09-16	PASS	PASS		
research/findings/2026-09-16-host-removal-novelty-anaphor-qroute-RETIRED-byte-identical-differential-GO.md	2026-09-16	PASS	PASS		
research/findings/2026-09-16-onebrain-xedge-curiosity-d6-base-rung-DEFAULT-ON-flip-GO.md	2026-09-16	FAIL	FAIL		unsupported(1)
research/findings/2026-09-16-pool-harvest-vision-satdiv-ridge-lifts-off-borderline-touchpointa-multiseed.md	2026-09-16	PASS	PASS		
research/findings/2026-09-16-rank7-affect-xinh-competition-strength-sweep-EXHAUSTED-confirms-park.md	2026-09-16	FAIL	FAIL		unsupported(18)
