path	date	synthesis	total_numeric	checked	suppressed_inline	suppressed_synthesis	low_coverage	uses_old_idiom	main_verdict	new_verdict	flips_pass_to_fail	error
research/findings/2026-04-25-rng-drift-from-izh-presets.md	2026-04-25	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-25-session-g-motor-exploration.md	2026-04-25	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-adaptive-da-targeting.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-asymmetric-adaptive-da.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-cortex-wta-adapda-combo.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-cortex-wta.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-curriculum-fail.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-da-gated-wta.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-hippocampus-additive-fail.md	2026-04-26	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-26-informed-init-perception-fail.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-learned-perception-cold-start-fail.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-multi-goal-stress-test.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-night-summary.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-pavlovian-demo.md	2026-04-26	False	2	2	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-per-action-da-mixed.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-six-seed-correction.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-surprise-lr-boost.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-26-wta-lateral-inhibition-mixed.md	2026-04-26	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-16x16-scaling.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-FULL-PERCEPTION-ARC-COMPLETE.md	2026-04-27	False	10	10	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-NEW-BEST-4cheats-closed.md	2026-04-27	False	6	6	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-final-session-summary.md	2026-04-27	False	4	4	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-overnight-summary.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-perception-additive.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-perception-cheats-investigation.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-pfc-stage2-delayed-response.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-pfc-working-memory.md	2026-04-27	False	3	3	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-plastic-input-layer-RESOLVED.md	2026-04-27	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-session2-summary.md	2026-04-27	False	4	4	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-sleep-replay-infrastructure.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-stage1-beacon-perception.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-27-stage3-full-perception-BREAKTHROUGH.md	2026-04-27	False	5	5	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-27-task-adaptive-curriculum.md	2026-04-27	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cheat5-post-v4-reframe.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cheat5-v1-NEGATIVE.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cheat5-v2-NEGATIVE.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cheat5-v3-results.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cheat5-v4-results.md	2026-04-28	False	8	8	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-28-cluster-b1-d1d2-asymmetry-results.md	2026-04-28	False	7	7	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cluster-b2-striatal-fsis-results.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-28-cluster-b3-tans-results.md	2026-04-28	False	13	13	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-28-flagship-4.08-data-correction.md	2026-04-28	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-28-throughput-investigation.md	2026-04-28	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-AD-multigoal-NEUTRAL.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-ADE-multigoal-NEUTRAL.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-b3-retry-tonicDA-NEGATIVE.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-cluster-a-closed-bg-loop-results.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-cluster-f-results.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-overnight-FINAL.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-overnight-progress-summary.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-29-step3-AE-sensed-results.md	2026-04-29	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-29-step4-multigoal-det-results.md	2026-04-29	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-cluster-c-v2-results.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-cluster-d-v2-results.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-cluster-f-v2-results.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-cluster-stacking-synthesis.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-fv2-correction-replicated-runner-bug.md	2026-04-30	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-04-30-reverse-replay-null.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-04-30-single-pool-heuristic-breakthrough.md	2026-04-30	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-01-cluster-g-grid-scaling.md	2026-05-01	False	27	27	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-01-cluster-g-nmda-breakthrough.md	2026-05-01	False	32	32	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-01-cluster-k-v2-breakthrough.md	2026-05-01	False	52	52	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-01-text-io-300ep-tier1-REGRESSION.md	2026-05-01	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-01-text-io-FINAL-summary.md	2026-05-01	False	4	4	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-01-text-io-phase3-results.md	2026-05-01	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-01-tier0-no-heuristic-perception-bottleneck.md	2026-05-01	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-02-FINAL-overnight-summary.md	2026-05-02	False	40	40	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-curriculum-NEGATIVE-but-INFORMATIVE.md	2026-05-02	False	10	10	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-drive500-cross-seed-NEGATIVE.md	2026-05-02	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-longer-training-NEGATIVE.md	2026-05-02	False	9	9	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-multi-decoder-NEGATIVE.md	2026-05-02	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-project-status-summary.md	2026-05-02	False	4	4	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-reeval-bridge-state-limitation.md	2026-05-02	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-reward-shaping-NEGATIVE.md	2026-05-02	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-strong-drive-NEGATIVE.md	2026-05-02	False	7	7	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-text-io-100ep-reset-fix-results.md	2026-05-02	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-02-text-io-BREAKTHROUGH-v2.md	2026-05-02	False	55	55	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-text-io-formal-writeup.md	2026-05-02	False	15	15	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-text-io-hebbian-decay-root-cause.md	2026-05-02	False	14	14	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-text-io-hebbian-fix-empirical-result.md	2026-05-02	False	86	86	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-02-text-io-multi-seed-progress.md	2026-05-02	False	30	30	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-03-MORNING-BRIEFING.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-architecture-fundamentally-cant-align.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-dt1ms-speedup-validated.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-experiment-queue.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-i2w-also-at-chance.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-overnight-progress.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-permuted-label-control-NEGATIVE.md	2026-05-03	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-03-step-profile-results.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-swr-buffer-composition-mechanism.md	2026-05-03	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-03-swr-mechanism-analysis.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-swr-multiseed-result.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-swr-multiseed-summary.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-swr-per-seed-snapshot.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-03-unaligned-structure-pattern.md	2026-05-03	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-HEADLINE-stdp-is-bottleneck.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-autonomous-overnight-arc.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-bio-PoC-VERDICT-stdp-fails.md	2026-05-04	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-04-bio-sanity-check-VERDICT-eval-works.md	2026-05-04	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-04-biological-test-plan.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-biology-sweep-VERDICT-B.md	2026-05-04	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-04-biology-sweep-followup-plan.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-eval-methodology-BROKEN.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-minimal-iso-diagnostic-6seed.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-minimal-iso-diagnostic.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-minimal-isolation-INVERSION.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-next-steps-plan.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-openworm-research.md	2026-05-04	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-04-perf-speedup-stack.md	2026-05-04	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-04-tomorrow-plans.md	2026-05-04	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-3factor-LR-sweep-NOT-LR-limited.md	2026-05-05	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-COMPREHENSIVE-strategic-state.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-FINAL-autonomous-arc-synthesis.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-I-to-W-also-fails-permuted-label.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-Tier1-smoke-signal-not-aligned.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-W-to-A-VERDICT-global-scalar-feedback-fails.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-bench-phase1-contamination.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-bio-three-factor-graded-da-results.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-bio-three-factor-results.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-gradient-passes-permuted-label-VALIDATED.md	2026-05-05	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-perf-roadmap.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-perf-wave2-VERDICT.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-05-step2-COMPLETE-rule-not-rescuable.md	2026-05-05	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-step3-32x32-scaling-success.md	2026-05-05	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-step3-64x64-graceful-degradation.md	2026-05-05	False	6	6	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-05-three-factor-VERDICT-fails.md	2026-05-05	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Phase-1.4-v1-smoke-results.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Phase-1.4-v3-smoke-PASS.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Project-Nord-comparison-analysis.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Tier1-BREAKTHROUGH-bidirectional-binding.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Tier2.1-12word-robustness-CONFIRMED.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Tier2.1-BREAKTHROUGH-synonym-binding-via-scale.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-06-Tier2.1-v1-v2-WTA-pattern-found.md	2026-05-06	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-AUTONOMOUS-ARC-SESSION-END.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Phase-1.3-3seed-CONFIRMED.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Phase-1.3-CONSOLIDATION-CONFIRMED.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Phase-1.4-v3-6seed-FINAL.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Phase-1.5-smoke-PARTIAL.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Tier-2.3-6seed-PARTIAL.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-Tier-2.3-smoke-PARTIAL.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-chat-demo-seed42-v2.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-chat-demo-seed42.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-chat-demo-seed43.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-chat-synonym-demo-seed42.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-chat_demo-multi-seed.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-consolidation-synonym-smoke-seed42.md	2026-05-07	False	3	3	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-07-consolidation-synonym-wall-clock-correction.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-continual-demo-seed43.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-07-frontend-sync-arc-summary.md	2026-05-07	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-medium-3seed-PARTIAL.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-scaled-CAPACITY-CONFIRMED.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-12word-smoke-PASS.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-anti-cheat-CONFIRMED.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-combined-3seed-CONFIRMED.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-Phase1.3-Tier2.1-strict-anti-cheat-3seed-CONFIRMED.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-08-capacity-hypothesis-arc-summary.md	2026-05-08	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-09-Phase-1.5-RETROSPECTIVE.md	2026-05-09	False	12	12	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-interference-undertraining-hypothesis.md	2026-05-09	False	5	5	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-long_tail_relaxed-REFUTED.md	2026-05-09	False	5	5	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-multi-seed-FINAL.md	2026-05-09	False	15	15	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-n_motor_2000-interference-REFUTED.md	2026-05-09	False	11	11	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-seed42-FINAL-FAIL.md	2026-05-09	False	11	11	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-1.5-v400-interference-REFUTED.md	2026-05-09	False	13	13	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase-2.3b-50M-cosine-REFUTED.md	2026-05-09	False	9	9	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-Phase1.3-Tier2.1-12word-scaled-3seed-CONFIRMED.md	2026-05-09	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-09-chat_speak_demo-Track3-layer4-MULTI-SEED.md	2026-05-09	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-09-chat_speak_demo-Track3-layer4-VALIDATED.md	2026-05-09	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-09-chat_speak_synonym_demo-Tier2.1-8word-MULTI-SEED.md	2026-05-09	False	8	8	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-chat_speak_synonym_demo-Tier2.1-smoke-GO.md	2026-05-09	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-09-frontend-audit-arc-summary.md	2026-05-09	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-09-phase_1_5_unified_scaled-multi-seed.md	2026-05-09	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-16word-smoke-GO-capacity-rule-extends.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-64word-smoke-PARTIAL-capacity-extends.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-encoding-axis-64word-3SEED-GO.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-encoding-axis-64word-GO-35x-faster.md	2026-05-10	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-10-find-the-ceiling-discoveries.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-overnight-arc-summary.md	2026-05-10	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-10-perf-benchmark-results-stp-discovery.md	2026-05-10	False	7	7	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-10-perf-optimization-audit.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-stp-default-flip.md	2026-05-10	False	1	1	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-10-stp-reversibility-3SEED.md	2026-05-10	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-10-vram-ceiling-probe-results.md	2026-05-10	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-96word-XL-encoding-NEGATIVE.md	2026-05-11	False	0	0	0	0	False	False	PASS	PASS	False	
research/findings/2026-05-11-AUTONOMOUS-ARC-FINAL-SYNTHESIS.md	2026-05-11	False	21	21	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-HOW-TO-RUN-P1-P5-pipeline.md	2026-05-11	False	0	0	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-NEW-CAPABILITIES-user-guide.md	2026-05-11	False	2	2	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P1-P6-design-pipeline-shipped.md	2026-05-11	False	4	4	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P1-trisynaptic-loop-validation.md	2026-05-11	False	9	9	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P1-two-concept-multiseed.md	2026-05-11	False	28	28	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P41-positional-multiseed.md	2026-05-11	False	20	20	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-4concept-architectural-ceiling.md	2026-05-11	False	20	20	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-4concept-scalability-PARTIAL.md	2026-05-11	False	34	34	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-FINAL-status-after-10-iterations.md	2026-05-11	False	52	52	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-autonomous-arc-FINAL-CHECKPOINT.md	2026-05-11	False	23	23	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-concept-demo-WORKS.md	2026-05-11	False	3	3	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-demo-multi-seed-honest-characterization.md	2026-05-11	False	13	13	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-iterA-FAIL-engram-tag-methodology.md	2026-05-11	False	6	6	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-iterA-multiseed.md	2026-05-11	False	8	8	0	0	False	False	FAIL	FAIL	False	
research/findings/2026-05-11-P5-iterAA-BREAKTHROUGH-bidirectional.md	2026-05-11	False	0	0	0	0	False	False	PASS	PASS	False	
